source_file,record_id_1,record_id_2,label,tc_exact_match,tc_conflict,tc_present_both,phone_exact_match,phone_match,phone_last7_match,phone_similarity,phone_present_both,email_exact_match,email_domain_match,email_username_similarity,city_exact_match,city_match,address_similarity,muhatap_no_exact_match,muhatap_no_conflict,muhatap_present_both,phonetic_exact_match,metaphone_exact_match,phonetic_close_match,name_similarity,name_jaro_winkler,name_token_similarity,name_levenshtein_similarity,name_present_both,email_similarity,email_present_both,first_name_similarity,surname_similarity,first_name_jaro_winkler,surname_jaro_winkler,first_name_exact_match,surname_exact_match,shared_contact_flag,shared_contact_name_conflict,household_risk_flag,same_surname_name_conflict,common_non_empty_fields
mukerrer_veri_seti.csv,REC000704,REC000581,1,0,0,0,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC001484,REC001913,1,1,0,1,1,1,1,1.0,1,0,0,0.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.0,0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC000623,REC000001,0,0,1,1,0,0,0,0.28,1,0,0,0.25,0,0,0.655,0,1,1,0,0,0,0.6083,0.6083,0.5,0.5556,1,0.2947,1,0.575,0.5,0.575,0.5,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000326,REC000914,0,0,1,1,0,0,0,0.28,1,0,0,0.1667,0,0,0.6331,0,1,1,0,0,0,0.4545,0.4545,0.0,0.1818,1,0.151,1,0.4667,0.0,0.4667,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000500,REC001460,0,0,1,1,0,0,0,0.21,1,0,0,0.4167,0,0,0.6643,0,1,1,0,0,0,0.5515,0.5515,0.0,0.1818,1,0.4152,1,0.2222,0.4,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000011,REC000793,1,1,0,1,1,1,1,1.0,1,0,1,0.9412,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.9529,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000016,REC001275,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000031,REC001108,0,0,1,1,0,0,0,0.28,1,0,0,0.5,0,0,0.6458,0,1,1,0,0,0,0.4924,0.4924,0.0,0.1818,1,0.4833,1,0.4667,0.4667,0.4667,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001884,REC000517,0,0,1,1,0,0,0,0.21,1,0,0,0.32,0,0,0.6208,0,1,1,0,0,0,0.6111,0.6111,0.35,0.0833,1,0.3034,1,0.7,0.4556,0.7,0.4556,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001322,REC001737,0,0,1,1,0,0,0,0.21,1,0,0,0.1818,1,1,0.6764,0,1,1,0,0,0,0.5944,0.5944,0.0,0.2,1,0.2205,1,0.5,0.4667,0.5,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000314,REC000225,0,0,1,1,0,0,0,0.21,1,0,0,0.32,0,0,0.7096,0,1,1,0,0,0,0.5301,0.5301,0.4111,0.1538,1,0.3442,1,0.4556,0.8222,0.4556,0.8222,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000889,REC000701,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,0,0,0,0.697,0.697,0.6667,0.5909,1,1.0,1,0.55,1.0,0.55,1.0,0,1,1,0,1,1,7
mukerrer_veri_seti.csv,REC001301,REC001248,0,0,1,1,0,0,0,0.35,1,0,0,0.16,0,0,0.7761,0,1,1,0,0,0,0.6282,0.6282,0.0,0.2308,1,0.1467,1,0.6,0.5179,0.6,0.5179,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001803,REC000634,0,0,1,1,0,0,0,0.28,1,0,0,0.087,0,0,0.6292,0,1,1,0,0,0,0.4528,0.4528,0.0,0.25,1,0.1643,1,0.0,0.4833,0.0,0.4833,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001481,REC001466,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,0.9364,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001488,REC000958,0,0,1,1,0,0,0,0.21,1,0,0,0.2105,0,0,0.6136,0,1,1,0,0,0,0.5556,0.5556,0.0,0.1111,1,0.2434,1,0.0,0.6333,0.0,0.6333,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000943,REC000409,0,0,1,1,0,0,0,0.14,1,0,0,0.0741,0,0,0.7182,0,1,1,0,0,0,0.5,0.5,0.5,0.5,1,0.1122,1,0.4556,0.0,0.4556,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000725,REC000211,0,0,1,1,0,0,0,0.35,1,0,0,0.4167,0,0,0.6352,0,1,1,0,0,0,0.9205,0.9205,0.85,0.7692,1,0.4152,1,1.0,0.7,1.0,0.7,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000111,REC001898,0,0,1,1,0,0,0,0.21,1,0,0,0.25,1,1,0.9733,0,1,1,0,0,0,0.4571,0.4571,0.0,0.0833,1,0.2947,1,0.4476,0.4833,0.4476,0.4833,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001081,REC001860,0,0,1,1,0,0,0,0.28,1,0,1,0.2,0,0,0.6528,0,1,1,0,0,0,0.3106,0.3106,0.0,0.1818,1,0.36,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000287,REC000873,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000439,REC000995,0,0,1,1,0,0,0,0.28,1,0,0,0.2857,0,0,0.6266,0,1,1,0,0,0,0.6182,0.6182,0.0,0.1818,1,0.2917,1,0.67,0.51,0.67,0.51,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001281,REC001783,0,0,1,1,0,0,0,0.14,1,0,0,0.5217,1,1,0.5732,0,1,1,0,0,0,0.4904,0.4904,0.0,0.25,1,0.4361,1,0.0,0.5556,0.0,0.5556,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001474,REC001794,0,0,1,1,0,0,0,0.21,1,0,0,0.1667,1,1,0.618,0,1,1,0,0,0,0.5657,0.5657,0.0,0.3333,1,0.1491,1,0.2,0.3636,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001529,REC001533,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000658,REC001959,1,0,0,0,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC000626,REC000717,0,0,1,1,0,0,0,0.28,1,0,0,0.3333,0,0,0.593,0,1,1,0,0,0,0.725,0.725,0.725,0.0909,1,0.3549,1,0.65,0.2222,0.65,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000573,REC000698,0,0,1,1,0,0,0,0.21,1,0,0,0.3333,1,1,0.5645,0,1,1,0,0,0,0.6167,0.6167,0.0,0.25,1,0.35,1,0.4722,0.6,0.4722,0.6,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000367,REC001522,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001098,REC000245,0,0,1,1,0,0,0,0.42,1,0,1,0.5263,0,0,0.6454,0,1,1,0,0,0,0.8956,0.8956,0.5,0.7,1,0.6211,1,1.0,0.6333,1.0,0.6333,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000757,REC000501,0,0,1,1,0,0,0,0.28,1,0,0,0.4545,0,0,0.6271,0,1,1,0,0,0,0.5242,0.5242,0.0,0.1818,1,0.4318,1,0.2222,0.2,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000505,REC001167,0,0,1,1,0,0,0,0.28,1,0,0,0.2609,1,1,0.6366,0,1,1,0,0,0,0.5571,0.5571,0.0,0.0833,1,0.2876,1,0.4556,0.4667,0.4556,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001901,REC001399,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000483,REC000840,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000851,REC000707,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000800,REC000005,0,0,1,1,0,0,0,0.35,1,0,0,0.25,1,1,0.9798,0,1,1,0,0,0,0.5242,0.5242,0.0,0.1818,1,0.2632,1,0.6111,0.0,0.6111,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001987,REC001440,1,0,0,0,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC002008,REC001965,0,0,1,1,0,0,0,0.21,1,0,0,0.5333,0,0,0.6136,0,1,1,0,0,0,0.4762,0.4762,0.3611,0.1429,1,0.46,1,0.0,0.55,0.0,0.55,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000136,REC000549,0,0,1,1,0,0,0,0.28,1,0,0,0.24,1,1,0.6944,0,1,1,0,0,0,0.6004,0.6004,0.0,0.3846,1,0.2867,1,0.6,0.5857,0.6,0.5857,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001847,REC000888,0,0,1,1,0,0,0,0.28,1,0,0,0.2105,0,0,0.6024,0,1,1,0,0,0,0.5354,0.5354,0.0,0.2727,1,0.2018,1,0.4833,0.4833,0.4833,0.4833,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001945,REC001693,0,0,1,1,0,0,0,0.28,1,0,0,0.0909,0,0,0.6169,0,1,1,0,0,0,0.4859,0.4859,0.0,0.2308,1,0.1561,1,0.1818,0.4667,0.0,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000205,REC001154,0,0,1,1,0,0,0,0.35,1,0,1,0.2727,0,0,0.7565,0,1,1,0,0,0,0.4606,0.4606,0.0,0.1818,1,0.4182,1,0.2,0.0,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000032,REC001882,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001229,REC001885,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,0,0,0,0.9857,0.9857,0.9857,0.8462,1,1.0,1,0.9714,1.0,0.9714,1.0,0,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001912,REC001263,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000899,REC000369,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,0,1,0.9333,0.9333,0.6667,0.6667,1,1.0,1,1.0,0.4556,1.0,0.4556,1,0,1,0,0,0,7
mukerrer_veri_seti.csv,REC001817,REC000431,0,0,1,1,0,0,0,0.21,1,0,0,0.1905,0,0,0.6521,0,1,1,0,0,0,0.65,0.65,0.5,0.6,1,0.2206,1,0.4667,1.0,0.4667,1.0,0,1,0,0,0,1,7
mukerrer_veri_seti.csv,REC002004,REC001494,0,0,1,1,0,0,0,0.28,1,0,0,0.25,0,0,0.6449,0,1,1,0,0,0,0.5242,0.5242,0.0,0.1818,1,0.3412,1,0.4667,0.2222,0.4667,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000406,REC000675,1,0,0,0,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC000744,REC000230,0,0,1,1,0,0,0,0.21,1,0,0,0.3077,1,1,0.9905,0,1,1,0,0,0,0.5571,0.5571,0.0,0.1538,1,0.3295,1,0.4643,0.5778,0.4643,0.5778,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000640,REC001639,1,1,0,1,1,1,1,1.0,1,0,0,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.8833,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000878,REC001198,0,0,1,1,0,0,0,0.21,1,0,1,0.2759,0,0,0.6907,0,1,1,0,0,0,0.7249,0.7249,0.5,0.5385,1,0.4207,1,0.0,1.0,0.0,1.0,0,1,0,0,0,1,7
mukerrer_veri_seti.csv,REC001721,REC001236,0,0,1,1,0,0,0,0.28,1,0,0,0.4167,0,0,0.7419,0,1,1,0,0,0,0.925,0.925,0.925,0.75,1,0.4083,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000313,REC000785,0,0,1,1,0,0,0,0.35,1,0,1,0.1481,0,0,0.6501,0,1,1,0,0,0,0.5301,0.5301,0.0,0.1538,1,0.3185,1,0.2,0.5651,0.0,0.5651,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000746,REC000404,0,0,1,1,0,0,0,0.28,1,0,0,0.5455,0,0,0.6866,0,1,1,0,0,0,0.4472,0.4472,0.0,0.2,1,0.5221,1,0.0,0.5,0.0,0.5,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001076,REC001469,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001314,REC000720,0,0,1,1,0,0,0,0.28,1,0,0,0.2609,1,1,0.8022,0,1,1,0,0,0,0.5879,0.5879,0.3666,0.0909,1,0.2837,1,0.7333,0.0,0.7333,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001526,REC000506,0,0,1,1,0,0,0,0.21,1,0,1,0.25,1,1,0.6356,0,1,1,0,0,0,0.5237,0.5237,0.35,0.0833,1,0.4,1,0.2222,0.4444,0.0,0.4444,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001633,REC000682,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,0.9846,0.9846,0.9833,0.8462,1,1.0,1,1.0,0.9667,1.0,0.9667,1,0,1,0,0,0,7
mukerrer_veri_seti.csv,REC000546,REC001894,1,0,0,0,1,1,1,1.0,1,0,0,0.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.0,0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,5
mukerrer_veri_seti.csv,REC001698,REC000156,0,0,1,1,0,0,0,0.35,1,0,0,0.4545,0,0,0.7112,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.4584,1,1.0,1.0,1.0,1.0,1,1,0,0,0,0,7
mukerrer_veri_seti.csv,REC001685,REC000824,0,0,1,1,0,0,0,0.28,1,0,0,0.2308,0,0,0.8031,0,1,1,0,0,0,0.4286,0.4286,0.0,0.2143,1,0.232,1,0.4921,0.2,0.4921,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001273,REC000939,0,0,1,1,0,0,0,0.35,1,0,0,0.1667,0,0,0.6979,0,1,1,0,0,0,0.4056,0.4056,0.0,0.0833,1,0.1521,1,0.4833,0.51,0.4833,0.51,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001999,REC000380,0,0,1,1,0,0,0,0.21,1,0,1,0.6087,0,0,0.6843,0,1,1,0,0,0,0.71,0.71,0.3666,0.3636,1,0.687,1,0.6222,0.7333,0.6222,0.7333,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000859,REC000168,0,0,1,1,0,0,0,0.21,1,0,0,0.2609,0,0,0.7043,0,1,1,0,0,0,0.6596,0.6596,0.0,0.2727,1,0.3087,1,0.4833,0.4667,0.4833,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000847,REC000273,0,0,1,1,0,0,0,0.28,1,0,0,0.1667,1,1,0.6554,0,1,1,0,0,0,0.5048,0.5048,0.0,0.2143,1,0.2123,1,0.4643,0.4556,0.4643,0.4556,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000141,REC000381,0,0,1,1,0,0,0,0.28,1,0,0,0.1667,0,0,0.6909,0,1,1,0,0,0,0.4934,0.4934,0.0,0.0714,1,0.2123,1,0.6151,0.0,0.6151,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000237,REC001950,0,0,1,1,0,0,0,0.28,1,0,0,0.6364,0,0,0.6458,0,1,1,0,0,0,0.6034,0.6034,0.0,0.2727,1,0.5973,1,0.6222,0.25,0.6222,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000883,REC001350,0,0,1,1,0,0,0,0.28,1,0,0,0.381,1,1,0.631,0,1,1,0,0,0,0.4242,0.4242,0.4067,0.3636,1,0.3762,1,0.4667,0.0,0.4667,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001905,REC000604,0,0,1,1,0,0,0,0.21,1,0,0,0.3636,0,0,0.6605,0,1,1,0,0,0,0.4306,0.4306,0.0,0.0833,1,0.3742,1,0.4833,0.0,0.4833,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001218,REC001186,0,0,1,1,0,0,0,0.35,1,0,0,0.2963,1,1,0.8281,0,1,1,0,0,0,0.4615,0.4615,0.3916,0.2308,1,0.3325,1,0.4667,0.4643,0.4667,0.4643,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000479,REC001711,0,0,1,1,0,0,0,0.21,1,0,0,0.3158,0,0,0.6832,0,1,1,0,0,0,0.4962,0.4962,0.0,0.2727,1,0.286,1,0.4833,0.25,0.4833,0.0,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001756,REC001153,1,1,0,1,1,1,1,1.0,1,0,0,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.875,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001732,REC001063,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,0.924,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001870,REC000048,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC000435,REC000999,0,0,1,1,0,0,0,0.14,1,0,1,0.5455,0,0,0.6859,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.6364,1,1.0,1.0,1.0,1.0,1,1,0,0,0,0,7
mukerrer_veri_seti.csv,REC000271,REC001745,0,0,1,1,0,0,0,0.35,1,0,1,0.2308,0,0,0.5918,0,1,1,0,0,0,0.5333,0.5333,0.5,0.5,1,0.3846,1,0.4833,0.4556,0.4833,0.4556,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001800,REC001487,1,1,0,1,1,1,1,1.0,1,0,0,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.9,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,7
mukerrer_veri_seti.csv,REC001891,REC001915,1,0,0,0,1,1,1,1.0,1,0,0,0.0,1,1,0.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.0,0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,4
mukerrer_veri_seti.csv,REC001550,REC000158,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,0,0,0,0.74,0.74,0.9,0.9,1,1.0,1,0.8,1.0,0.8,1.0,0,1,1,0,0,1,7
mukerrer_veri_seti.csv,REC000740,REC000466,0,0,1,1,0,0,0,0.28,1,0,1,0.3448,0,0,0.6116,0,1,1,0,0,0,0.8333,0.8333,0.5,0.5833,1,0.4759,1,1.0,0.4444,1.0,0.4444,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000075,REC001412,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,0.9833,0.9833,0.9722,0.8333,1,1.0,1,1.0,0.9444,1.0,0.9444,1,0,1,0,0,0,7
mukerrer_veri_seti.csv,REC001831,REC000223,0,0,1,1,0,0,0,0.28,1,0,1,0.32,0,0,0.7387,0,1,1,1,0,1,0.8885,0.8885,0.5,0.6923,1,0.456,1,1.0,0.5778,1.0,0.5778,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001366,REC001662,0,0,1,1,0,0,0,0.28,1,0,0,0.4615,0,0,0.7302,0,1,1,0,0,0,0.9333,0.9333,0.9222,0.8333,1,0.4549,1,1.0,0.8444,1.0,0.8444,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001047,REC001645,0,0,1,1,0,0,0,0.28,1,0,0,0.2143,0,0,0.7591,0,1,1,0,0,0,0.5516,0.5516,0.5,0.5714,1,0.2614,1,0.5397,0.4643,0.5397,0.4643,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001007,REC001542,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,0,0,0,0.74,0.74,0.6667,0.6,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,1,7
mukerrer_veri_seti.csv,REC001029,REC001537,1,0,0,0,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,6
mukerrer_veri_seti.csv,REC001594,REC001459,0,0,1,1,0,0,0,0.14,1,0,0,0.6364,0,0,0.6289,0,1,1,0,0,0,0.5848,0.5848,0.0,0.2727,1,0.5841,1,0.6722,0.4667,0.6722,0.4667,0,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC000781,REC000791,1,1,0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,0,1,1,1,0,1,0.94,0.94,0.6667,0.7,1,1.0,1,1.0,0.55,1.0,0.55,1,0,1,0,0,0,7
mukerrer_veri_seti.csv,REC000315,REC000812,0,0,1,1,0,0,0,0.42,1,0,1,0.2609,0,0,0.7937,0,1,1,0,0,0,0.8182,0.8182,0.5,0.4545,1,0.4087,1,1.0,0.1667,1.0,0.0,1,0,0,0,0,0,7
mukerrer_veri_seti.csv,REC001787,REC001729,0,0,1,1,0,0,0,0.35,1,0,0,0.32,0,0,0.6182,0,1,1,0,0,0,0.6264,0.6264,0.0,0.3636,1,0.3274,1,0.64,0.4833,0.64,0.4833,0,0,0,0,0,0,7
